YEAR,TAXON,STATUS,COUNT,PROVINCE
2018,Arthropods,ENDANGERED,34,YT
2017,Arthropods,EXTIRPATED,8,NU
2010,Mammals,EXTIRPATED,43,NB
2018,Lichens,ENDANGERED,14,NL
2012,Mammals,EXTINCT,32,SK
2013,Vascular Plants,EXTIRPATED,30,MB
2015,Reptiles,EXTIRPATED,27,AB
2018,Lichens,EXTIRPATED,44,PE
2015,Fishes,SPECIAL CONCERN,49,NS
2012,Mammals,THREATENED,21,SK
2014,Lichens,EXTINCT,34,NB
2019,Arthropods,EXTINCT,8,SK
2012,Vascular Plants,EXTINCT,19,PE
2014,Fishes,SPECIAL CONCERN,1,NU
2018,Lichens,EXTIRPATED,36,ON
2014,Fishes,THREATENED,29,NT
2019,Mosses,EXTINCT,47,QC
2011,Vascular Plants,ENDANGERED,26,NT
2016,Molluscs,EXTINCT,13,NS
2013,Mammals,THREATENED,14,BC
2012,Lichens,SPECIAL CONCERN,8,YT
2013,Birds,SPECIAL CONCERN,48,MB
2010,Lichens,THREATENED,9,BC
2015,Amphibians,EXTINCT,14,QC
2010,Molluscs,SPECIAL CONCERN,14,NS
2014,Birds,ENDANGERED,31,NT
2017,Lichens,EXTIRPATED,27,BC
2017,Fishes,ENDANGERED,48,YT
2016,Vascular Plants,THREATENED,25,NU
2019,Arthropods,THREATENED,31,QC
2010,Mosses,EXTIRPATED,37,BC
2010,Reptiles,ENDANGERED,18,ON
2015,Amphibians,THREATENED,17,NB
2019,Fishes,SPECIAL CONCERN,34,SK
2012,Mammals,EXTINCT,17,AB
2019,Birds,EXTINCT,42,AB
2019,Mosses,SPECIAL CONCERN,15,BC
2016,Fishes,ENDANGERED,5,SK
2013,Lichens,SPECIAL CONCERN,43,SK
2010,Lichens,THREATENED,38,PE
2011,Fishes,ENDANGERED,29,SK
2014,Lichens,EXTINCT,28,NT
2010,Mammals,EXTINCT,20,NS
2018,Vascular Plants,ENDANGERED,39,NS
2017,Mosses,EXTIRPATED,46,NS
2018,Birds,EXTIRPATED,30,AB
2011,Arthropods,ENDANGERED,16,BC
2013,Mosses,SPECIAL CONCERN,10,NS
2018,Birds,EXTIRPATED,46,PE
2015,Reptiles,EXTINCT,44,BC
2018,Amphibians,SPECIAL CONCERN,8,BC
2013,Arthropods,SPECIAL CONCERN,32,NU
2019,Lichens,ENDANGERED,43,NU
2013,Mosses,SPECIAL CONCERN,35,NB
2015,Reptiles,EXTIRPATED,5,ON
2017,Mosses,ENDANGERED,37,SK
2019,Birds,EXTINCT,5,NT
2013,Mammals,ENDANGERED,44,NB
2017,Molluscs,ENDANGERED,38,NU
2015,Arthropods,THREATENED,34,BC
2010,Lichens,SPECIAL CONCERN,26,YT
2012,Vascular Plants,SPECIAL CONCERN,20,ON
2013,Mosses,SPECIAL CONCERN,9,SK
2016,Amphibians,THREATENED,9,NS
2013,Lichens,THREATENED,32,MB
2016,Mammals,ENDANGERED,6,NL
2014,Vascular Plants,EXTINCT,44,NB
2016,Arthropods,EXTIRPATED,34,BC
2019,Vascular Plants,THREATENED,10,SK
2019,Amphibians,SPECIAL CONCERN,29,NB
2012,Molluscs,ENDANGERED,48,PE
2016,Mammals,SPECIAL CONCERN,1,QC
2018,Amphibians,ENDANGERED,17,NL
2019,Lichens,ENDANGERED,19,NT
2013,Amphibians,ENDANGERED,10,PE
2010,Arthropods,THREATENED,49,NU
2017,Fishes,THREATENED,48,ON
2012,Molluscs,EXTIRPATED,36,NS
2015,Lichens,EXTIRPATED,34,QC
2013,Arthropods,ENDANGERED,4,ON
2018,Reptiles,EXTINCT,13,MB
2016,Molluscs,SPECIAL CONCERN,3,ON
2011,Molluscs,EXTINCT,41,NS
2019,Molluscs,THREATENED,22,BC
2017,Molluscs,EXTINCT,37,BC
2015,Vascular Plants,EXTINCT,25,BC
2013,Lichens,THREATENED,25,PE
2018,Arthropods,EXTIRPATED,6,NS
2011,Amphibians,SPECIAL CONCERN,7,NL
2012,Mammals,EXTIRPATED,49,AB
2010,Vascular Plants,EXTINCT,14,BC
2017,Arthropods,SPECIAL CONCERN,30,NS
2010,Arthropods,EXTIRPATED,49,SK
2015,Molluscs,ENDANGERED,16,NT
2010,Reptiles,ENDANGERED,42,AB
2017,Arthropods,EXTIRPATED,23,NT
2015,Birds,EXTINCT,22,YT
2012,Mosses,EXTINCT,27,NB
2010,Mosses,ENDANGERED,1,NL
2010,Mammals,SPECIAL CONCERN,39,YT
2019,Vascular Plants,EXTINCT,36,NU
2019,Amphibians,SPECIAL CONCERN,22,BC
2015,Amphibians,ENDANGERED,14,QC
2017,Mammals,EXTINCT,16,NB
2014,Birds,EXTIRPATED,32,SK
2018,Reptiles,SPECIAL CONCERN,19,NT
2013,Arthropods,EXTIRPATED,1,QC
2012,Arthropods,SPECIAL CONCERN,38,NB
2014,Mammals,EXTIRPATED,20,YT
2013,Lichens,SPECIAL CONCERN,44,MB
2014,Fishes,SPECIAL CONCERN,6,YT
2016,Molluscs,SPECIAL CONCERN,31,YT
2011,Fishes,ENDANGERED,10,QC
2015,Vascular Plants,SPECIAL CONCERN,35,NS
2015,Reptiles,THREATENED,50,NU
2013,Fishes,ENDANGERED,4,PE
2015,Mosses,THREATENED,43,BC
2017,Mosses,EXTIRPATED,45,QC
2016,Molluscs,EXTINCT,15,NL
2017,Vascular Plants,SPECIAL CONCERN,47,NB
2018,Mammals,EXTIRPATED,25,SK
2017,Lichens,EXTINCT,7,NS
2015,Mammals,SPECIAL CONCERN,47,AB
2016,Vascular Plants,EXTIRPATED,49,BC
2014,Arthropods,ENDANGERED,26,BC
2019,Birds,SPECIAL CONCERN,21,QC
2016,Fishes,THREATENED,6,BC
2010,Lichens,EXTIRPATED,35,NB
2016,Molluscs,THREATENED,46,SK
2014,Arthropods,EXTINCT,31,YT
2015,Mosses,ENDANGERED,45,NU
2010,Vascular Plants,SPECIAL CONCERN,5,SK
2010,Lichens,EXTIRPATED,24,NT
2013,Birds,EXTINCT,32,PE
2011,Vascular Plants,EXTIRPATED,25,NT
2011,Mammals,SPECIAL CONCERN,4,NT
2010,Reptiles,EXTINCT,19,ON
2015,Amphibians,EXTIRPATED,50,NU
2016,Birds,SPECIAL CONCERN,5,YT
2015,Fishes,SPECIAL CONCERN,7,YT
2017,Fishes,THREATENED,1,MB
2018,Amphibians,SPECIAL CONCERN,33,NU
2013,Amphibians,EXTINCT,10,NU
2016,Birds,EXTINCT,16,BC
2018,Birds,EXTINCT,23,NB
2011,Mosses,SPECIAL CONCERN,1,QC
2011,Arthropods,EXTIRPATED,20,NT
2017,Reptiles,THREATENED,37,QC
2018,Reptiles,THREATENED,19,NS
2019,Reptiles,EXTINCT,44,PE
2013,Vascular Plants,ENDANGERED,26,NL
2019,Mammals,EXTIRPATED,12,BC
2017,Mammals,EXTINCT,14,PE
2014,Reptiles,SPECIAL CONCERN,22,MB
2017,Vascular Plants,EXTINCT,27,BC
2017,Mammals,EXTINCT,15,NT
2013,Birds,EXTINCT,44,NL
2019,Molluscs,EXTINCT,31,PE
2011,Vascular Plants,SPECIAL CONCERN,3,BC
2017,Birds,EXTIRPATED,25,NB
2018,Amphibians,THREATENED,34,BC
2018,Molluscs,EXTIRPATED,29,PE
2011,Arthropods,EXTIRPATED,50,MB
2011,Mosses,ENDANGERED,39,MB
2018,Reptiles,SPECIAL CONCERN,25,NB
2014,Fishes,THREATENED,26,MB
2017,Lichens,EXTIRPATED,30,NU
2019,Fishes,EXTINCT,38,MB
2010,Vascular Plants,EXTIRPATED,24,NS
2011,Amphibians,EXTIRPATED,26,BC
2012,Amphibians,THREATENED,40,SK
2013,Vascular Plants,THREATENED,13,PE
2019,Birds,SPECIAL CONCERN,5,NT
2015,Mosses,THREATENED,6,QC
2018,Reptiles,EXTINCT,27,QC
2018,Reptiles,EXTIRPATED,38,YT
2018,Molluscs,THREATENED,40,AB
2015,Molluscs,EXTINCT,13,NB
2016,Mosses,EXTINCT,32,NU
2011,Mammals,EXTINCT,42,NU
2014,Molluscs,THREATENED,4,NU
2013,Fishes,EXTIRPATED,34,NL
2017,Mammals,EXTINCT,15,NU
2017,Mosses,EXTIRPATED,41,ON
2019,Mammals,EXTINCT,34,BC
2013,Arthropods,EXTINCT,41,PE
2013,Molluscs,EXTIRPATED,14,AB
2017,Amphibians,EXTINCT,26,AB
2019,Reptiles,EXTIRPATED,14,NU
2016,Fishes,THREATENED,23,NB
2010,Reptiles,EXTINCT,6,BC
2017,Vascular Plants,EXTIRPATED,7,ON
2015,Reptiles,EXTIRPATED,15,SK
2019,Mammals,ENDANGERED,22,BC
2019,Mosses,THREATENED,5,ON
2013,Mammals,EXTIRPATED,13,ON
2015,Birds,THREATENED,3,PE
2016,Fishes,ENDANGERED,50,ON
2019,Fishes,EXTIRPATED,23,NS
2010,Vascular Plants,EXTINCT,20,NB
2018,Lichens,SPECIAL CONCERN,5,AB
2013,Amphibians,EXTIRPATED,20,NU
2018,Arthropods,EXTINCT,19,QC
2012,Mosses,SPECIAL CONCERN,49,QC
2015,Amphibians,ENDANGERED,40,ON
2016,Molluscs,EXTINCT,5,NT
2019,Reptiles,ENDANGERED,5,NL
2016,Birds,EXTIRPATED,34,ON
2019,Vascular Plants,EXTIRPATED,33,NT
2016,Molluscs,ENDANGERED,5,SK
2018,Birds,SPECIAL CONCERN,11,QC
2018,Reptiles,EXTINCT,7,YT
2015,Vascular Plants,SPECIAL CONCERN,5,NL
2011,Mosses,EXTIRPATED,26,AB
2015,Mosses,THREATENED,5,ON
2016,Reptiles,SPECIAL CONCERN,4,SK
2014,Mammals,ENDANGERED,25,AB
2013,Molluscs,EXTIRPATED,8,PE
2019,Mammals,EXTINCT,44,NL
2014,Fishes,EXTIRPATED,21,MB
2015,Fishes,SPECIAL CONCERN,6,NL
2017,Lichens,SPECIAL CONCERN,43,NL
2014,Molluscs,SPECIAL CONCERN,33,ON
2019,Arthropods,THREATENED,15,NB
2016,Mammals,EXTINCT,17,AB
2015,Mosses,EXTINCT,41,NB
2016,Vascular Plants,SPECIAL CONCERN,10,MB
2010,Mammals,THREATENED,46,SK
2012,Amphibians,EXTINCT,9,NS
2013,Amphibians,SPECIAL CONCERN,13,QC
2015,Arthropods,EXTIRPATED,43,NL
2011,Arthropods,SPECIAL CONCERN,29,AB
2014,Arthropods,EXTIRPATED,21,YT
2019,Molluscs,THREATENED,11,NS
2019,Mammals,ENDANGERED,16,YT
2010,Mosses,EXTINCT,17,AB
2012,Mammals,EXTIRPATED,47,PE
2018,Mammals,EXTINCT,22,BC
2012,Amphibians,EXTIRPATED,46,BC
2015,Arthropods,SPECIAL CONCERN,5,NT
2012,Amphibians,EXTIRPATED,21,NU
2010,Mammals,SPECIAL CONCERN,46,NT
2012,Molluscs,THREATENED,31,YT
2014,Lichens,EXTINCT,5,BC
2011,Lichens,THREATENED,24,AB
2019,Birds,THREATENED,26,AB
2013,Amphibians,EXTINCT,34,BC
2011,Mammals,EXTIRPATED,11,YT
2019,Birds,ENDANGERED,8,QC
2014,Lichens,SPECIAL CONCERN,11,PE
2015,Molluscs,EXTIRPATED,24,NT
2010,Birds,ENDANGERED,4,SK
2010,Fishes,THREATENED,22,SK
2019,Mosses,ENDANGERED,31,ON
2017,Arthropods,ENDANGERED,26,QC
2010,Mosses,SPECIAL CONCERN,11,BC
2018,Birds,EXTINCT,44,YT
2016,Lichens,THREATENED,31,NT
2014,Arthropods,SPECIAL CONCERN,10,PE
2013,Lichens,SPECIAL CONCERN,12,NT
2010,Lichens,EXTINCT,23,NL
2011,Arthropods,EXTIRPATED,16,QC
2015,Birds,EXTIRPATED,44,NU
2019,Vascular Plants,EXTIRPATED,15,YT
2010,Birds,SPECIAL CONCERN,24,NT
2019,Mammals,THREATENED,38,SK
2018,Molluscs,EXTIRPATED,33,BC
2017,Arthropods,EXTIRPATED,37,NS
2012,Molluscs,THREATENED,38,NS
2013,Molluscs,EXTINCT,48,NB
2015,Mammals,SPECIAL CONCERN,49,NB
2011,Mosses,EXTIRPATED,2,NU
2013,Mosses,SPECIAL CONCERN,45,BC
2017,Birds,THREATENED,17,QC
2013,Mosses,THREATENED,19,NL
2014,Vascular Plants,SPECIAL CONCERN,43,NT
2014,Mosses,SPECIAL CONCERN,8,PE
2013,Vascular Plants,THREATENED,31,ON
2011,Vascular Plants,EXTINCT,48,ON
2014,Reptiles,EXTINCT,49,AB
2016,Mammals,EXTIRPATED,16,NS
2015,Arthropods,ENDANGERED,41,AB
2015,Birds,EXTINCT,26,NS
2014,Reptiles,EXTINCT,49,ON
2015,Amphibians,EXTIRPATED,14,MB
2016,Lichens,ENDANGERED,9,SK
2012,Reptiles,ENDANGERED,44,ON
2013,Amphibians,EXTIRPATED,15,NS
2016,Reptiles,ENDANGERED,36,NB
2012,Fishes,ENDANGERED,40,MB
2017,Vascular Plants,SPECIAL CONCERN,27,BC
2016,Lichens,SPECIAL CONCERN,48,ON
2017,Molluscs,SPECIAL CONCERN,12,YT
2018,Amphibians,EXTINCT,35,NS
2013,Reptiles,ENDANGERED,29,AB
2014,Amphibians,ENDANGERED,7,SK
2012,Fishes,ENDANGERED,36,BC
2018,Lichens,EXTIRPATED,11,QC
2013,Fishes,THREATENED,1,PE
2012,Amphibians,ENDANGERED,20,YT
2010,Lichens,EXTINCT,26,NB
2019,Lichens,EXTINCT,28,NS
2015,Reptiles,ENDANGERED,40,MB
2015,Reptiles,ENDANGERED,2,NS
2011,Molluscs,EXTINCT,16,NT
2017,Reptiles,EXTIRPATED,42,PE
2010,Amphibians,EXTIRPATED,10,MB
2013,Mosses,ENDANGERED,38,NS
2019,Amphibians,ENDANGERED,29,BC
2010,Molluscs,SPECIAL CONCERN,2,MB
2010,Arthropods,EXTIRPATED,29,PE
2010,Mammals,EXTINCT,32,QC
2019,Reptiles,ENDANGERED,6,PE
2011,Molluscs,EXTINCT,1,NL
2016,Fishes,ENDANGERED,10,MB
2018,Reptiles,EXTIRPATED,35,SK
2018,Molluscs,EXTIRPATED,36,SK
2015,Arthropods,EXTIRPATED,13,ON
2011,Mammals,THREATENED,50,PE
2012,Fishes,EXTINCT,30,ON
2018,Vascular Plants,THREATENED,16,NS
2018,Reptiles,THREATENED,12,PE
2018,Amphibians,SPECIAL CONCERN,33,NS
2016,Fishes,EXTINCT,44,YT
2012,Arthropods,ENDANGERED,45,ON
2017,Mammals,THREATENED,33,QC
2012,Mammals,SPECIAL CONCERN,19,NT
2016,Arthropods,THREATENED,44,NT
2013,Mosses,EXTINCT,36,YT
2010,Fishes,SPECIAL CONCERN,38,YT
2013,Arthropods,EXTIRPATED,23,PE
2010,Arthropods,EXTINCT,49,PE
2015,Fishes,ENDANGERED,45,NS
2010,Birds,SPECIAL CONCERN,49,PE
2019,Lichens,THREATENED,33,MB
2018,Molluscs,EXTIRPATED,41,NU
2011,Birds,EXTINCT,21,QC
2019,Birds,SPECIAL CONCERN,42,SK
2018,Reptiles,ENDANGERED,19,QC
2018,Fishes,ENDANGERED,29,NL
2018,Fishes,EXTIRPATED,36,NL
2014,Molluscs,EXTINCT,49,AB
2012,Reptiles,SPECIAL CONCERN,36,NS
2013,Amphibians,EXTIRPATED,49,NB
2013,Reptiles,EXTINCT,22,PE
2010,Reptiles,EXTIRPATED,19,AB
2015,Reptiles,THREATENED,50,NS
2019,Fishes,ENDANGERED,34,NS
2011,Birds,EXTIRPATED,37,NS
2012,Birds,EXTINCT,47,NL
2018,Lichens,SPECIAL CONCERN,25,NS
2015,Amphibians,EXTINCT,32,AB
2013,Arthropods,SPECIAL CONCERN,46,NT
2015,Fishes,THREATENED,47,NU
2013,Amphibians,ENDANGERED,50,YT
2019,Molluscs,EXTIRPATED,1,NB
2010,Vascular Plants,EXTINCT,35,NU
2017,Mammals,THREATENED,17,SK
2018,Vascular Plants,EXTIRPATED,49,YT
2016,Mammals,EXTINCT,43,MB
2011,Mosses,ENDANGERED,44,YT
2014,Reptiles,SPECIAL CONCERN,46,QC
2018,Fishes,SPECIAL CONCERN,15,NL
2018,Lichens,EXTINCT,25,AB
2010,Arthropods,THREATENED,19,ON
2017,Amphibians,EXTINCT,29,NB
2015,Arthropods,SPECIAL CONCERN,10,NL
2019,Molluscs,SPECIAL CONCERN,24,YT
2018,Amphibians,THREATENED,39,YT
2019,Amphibians,THREATENED,24,PE
2016,Molluscs,THREATENED,12,ON
2016,Amphibians,EXTIRPATED,34,AB
2018,Mosses,THREATENED,1,NT
2018,Mammals,ENDANGERED,35,NS
2019,Arthropods,EXTIRPATED,6,NU
2017,Reptiles,EXTINCT,2,MB
2014,Mammals,SPECIAL CONCERN,5,BC
2013,Vascular Plants,SPECIAL CONCERN,15,NS
2010,Mosses,EXTIRPATED,31,MB
2017,Amphibians,ENDANGERED,33,NL
2014,Mammals,EXTINCT,10,NB
2012,Vascular Plants,THREATENED,15,NT
2011,Birds,EXTINCT,24,NB
2015,Vascular Plants,THREATENED,1,NS
2011,Birds,EXTIRPATED,22,SK
2010,Vascular Plants,EXTIRPATED,33,QC
2016,Arthropods,EXTIRPATED,38,NB
2014,Arthropods,EXTINCT,44,SK
2017,Fishes,ENDANGERED,41,SK
2016,Vascular Plants,THREATENED,8,NL
2019,Lichens,THREATENED,4,NS
2015,Fishes,EXTIRPATED,3,NT
2018,Amphibians,SPECIAL CONCERN,28,MB
2015,Fishes,EXTIRPATED,40,NU
2012,Fishes,EXTINCT,37,YT
2014,Lichens,EXTINCT,27,YT
2011,Lichens,ENDANGERED,23,NS
2013,Arthropods,EXTIRPATED,48,NS
2010,Vascular Plants,ENDANGERED,11,YT
2018,Arthropods,THREATENED,41,SK
2012,Vascular Plants,SPECIAL CONCERN,15,NU
2013,Birds,EXTINCT,20,NT
2014,Vascular Plants,THREATENED,3,BC
2017,Lichens,ENDANGERED,46,NL
2012,Amphibians,THREATENED,28,BC
2012,Birds,SPECIAL CONCERN,3,PE
2016,Vascular Plants,EXTINCT,8,NS
2016,Mammals,ENDANGERED,14,PE
2014,Reptiles,EXTINCT,1,NT
2013,Lichens,THREATENED,46,NS
2011,Vascular Plants,EXTIRPATED,24,QC
2012,Mosses,THREATENED,20,BC
2011,Mammals,SPECIAL CONCERN,21,SK
2018,Reptiles,THREATENED,48,ON
2012,Vascular Plants,THREATENED,36,NL
2010,Lichens,THREATENED,16,ON
2017,Vascular Plants,EXTINCT,1,NS
2010,Amphibians,EXTIRPATED,46,NU
2013,Fishes,THREATENED,30,NS
2010,Lichens,EXTIRPATED,33,NU
2018,Lichens,EXTINCT,5,NT
2012,Arthropods,THREATENED,42,YT
2012,Birds,ENDANGERED,30,ON
2016,Vascular Plants,THREATENED,45,ON
2010,Arthropods,THREATENED,33,BC
2018,Birds,THREATENED,27,QC
2011,Mosses,EXTIRPATED,11,YT
2016,Amphibians,SPECIAL CONCERN,30,YT
2015,Arthropods,THREATENED,32,NS
2018,Mammals,THREATENED,14,YT
2017,Reptiles,EXTIRPATED,9,NB
2010,Reptiles,THREATENED,45,ON
2016,Mosses,THREATENED,36,NB
2014,Mosses,THREATENED,46,PE
2016,Reptiles,THREATENED,28,NL
2014,Mosses,SPECIAL CONCERN,45,NT
2015,Amphibians,EXTIRPATED,33,AB
2012,Arthropods,EXTINCT,19,NL
2018,Mosses,THREATENED,46,NB
2018,Lichens,EXTIRPATED,49,NL
2019,Mosses,THREATENED,33,YT
2017,Arthropods,EXTINCT,24,QC
2010,Mammals,SPECIAL CONCERN,40,NL
2016,Vascular Plants,THREATENED,15,BC
2019,Fishes,EXTIRPATED,38,SK
2017,Mammals,EXTINCT,20,NS
2017,Mammals,SPECIAL CONCERN,46,MB
2010,Amphibians,ENDANGERED,36,YT
2014,Amphibians,EXTIRPATED,22,MB
2014,Mosses,THREATENED,44,QC
2016,Fishes,THREATENED,50,NL
2010,Fishes,EXTIRPATED,13,YT
2016,Molluscs,THREATENED,20,BC
2017,Mammals,THREATENED,46,NL
2018,Lichens,SPECIAL CONCERN,34,PE
2011,Reptiles,EXTIRPATED,23,NB
2012,Vascular Plants,EXTINCT,16,ON
2013,Mosses,EXTINCT,45,BC
2012,Mosses,ENDANGERED,11,ON
2011,Amphibians,ENDANGERED,41,NS
2013,Arthropods,ENDANGERED,9,SK
2015,Mosses,SPECIAL CONCERN,24,NL
2011,Arthropods,EXTIRPATED,44,NB
2018,Lichens,THREATENED,9,MB
2018,Reptiles,EXTINCT,46,NL
2010,Reptiles,SPECIAL CONCERN,11,BC
2010,Lichens,THREATENED,22,NB
2015,Arthropods,THREATENED,27,NU
2010,Molluscs,THREATENED,15,NL
2016,Mammals,EXTINCT,29,NU
2016,Fishes,ENDANGERED,49,PE
2012,Birds,EXTINCT,19,NT
2013,Mosses,ENDANGERED,46,NL
2017,Mammals,EXTINCT,46,MB
2013,Birds,EXTIRPATED,3,QC
2012,Reptiles,SPECIAL CONCERN,20,SK
2017,Mosses,EXTINCT,38,MB
2017,Vascular Plants,SPECIAL CONCERN,41,SK
2018,Reptiles,ENDANGERED,22,NT
2012,Reptiles,EXTINCT,20,YT
2016,Birds,THREATENED,32,NT
2019,Mammals,ENDANGERED,41,NS
2013,Lichens,SPECIAL CONCERN,41,BC
2014,Molluscs,EXTIRPATED,20,NU
2012,Amphibians,EXTINCT,30,YT
2012,Reptiles,EXTIRPATED,21,NS
2010,Mammals,THREATENED,16,YT
2019,Arthropods,EXTIRPATED,46,MB
2012,Amphibians,EXTINCT,19,MB
2018,Molluscs,THREATENED,49,ON
2016,Lichens,ENDANGERED,2,MB
2019,Mosses,ENDANGERED,34,PE
2010,Birds,ENDANGERED,6,QC
2010,Lichens,ENDANGERED,23,SK
2014,Lichens,EXTINCT,30,NS
2010,Arthropods,ENDANGERED,19,YT
2018,Reptiles,EXTINCT,34,NU
2019,Vascular Plants,EXTINCT,46,BC
2012,Amphibians,SPECIAL CONCERN,9,BC
2019,Vascular Plants,ENDANGERED,29,MB
2013,Lichens,THREATENED,21,YT
2015,Mammals,ENDANGERED,31,NL
2011,Fishes,EXTIRPATED,21,QC
2019,Reptiles,THREATENED,5,AB
2010,Arthropods,EXTINCT,18,ON
2011,Vascular Plants,SPECIAL CONCERN,40,NS
2017,Mosses,EXTINCT,12,NL
2010,Amphibians,SPECIAL CONCERN,35,NL
2010,Arthropods,ENDANGERED,17,AB
2012,Mammals,EXTINCT,49,ON
2018,Fishes,EXTIRPATED,22,QC
2017,Molluscs,SPECIAL CONCERN,9,PE
2018,Mammals,EXTINCT,27,NB
2015,Mammals,THREATENED,14,NS
2010,Amphibians,ENDANGERED,29,NL
2018,Molluscs,EXTINCT,27,NS
2011,Vascular Plants,ENDANGERED,49,ON
2017,Arthropods,ENDANGERED,23,YT
2012,Fishes,THREATENED,21,QC
2010,Reptiles,EXTIRPATED,49,NT
2017,Molluscs,EXTIRPATED,36,AB
2012,Lichens,EXTINCT,1,BC
2016,Lichens,ENDANGERED,4,BC
2015,Vascular Plants,ENDANGERED,43,MB
2011,Lichens,EXTIRPATED,21,MB
2014,Fishes,ENDANGERED,29,PE
2013,Fishes,EXTIRPATED,46,QC
2015,Vascular Plants,EXTINCT,17,QC
2018,Mosses,SPECIAL CONCERN,35,AB
2015,Vascular Plants,EXTINCT,47,SK
2012,Birds,EXTINCT,19,AB
2019,Lichens,THREATENED,35,SK
2016,Mosses,SPECIAL CONCERN,32,NU
2012,Fishes,EXTIRPATED,9,BC
2019,Molluscs,SPECIAL CONCERN,50,QC
2018,Arthropods,EXTINCT,28,NB
2019,Lichens,EXTINCT,36,NU
2015,Birds,THREATENED,40,SK
2017,Birds,EXTIRPATED,14,SK
2016,Mammals,ENDANGERED,24,QC
2013,Arthropods,SPECIAL CONCERN,17,QC
2013,Molluscs,ENDANGERED,45,QC
2011,Reptiles,THREATENED,46,NT
2013,Vascular Plants,SPECIAL CONCERN,22,NT
2013,Arthropods,EXTINCT,17,QC
2017,Fishes,THREATENED,42,NL
2013,Arthropods,EXTIRPATED,41,BC
2011,Molluscs,THREATENED,11,NB
2012,Birds,THREATENED,24,YT
2013,Molluscs,EXTINCT,50,YT
2014,Arthropods,SPECIAL CONCERN,40,QC
2017,Molluscs,EXTIRPATED,14,NB
2010,Mammals,EXTIRPATED,46,SK
2014,Mosses,THREATENED,26,MB
2019,Amphibians,EXTINCT,29,NB
2017,Vascular Plants,SPECIAL CONCERN,38,NU
2012,Vascular Plants,EXTINCT,29,YT
2016,Birds,SPECIAL CONCERN,46,PE
2018,Vascular Plants,EXTIRPATED,23,NL
2010,Lichens,ENDANGERED,2,NB
2014,Birds,SPECIAL CONCERN,2,AB
2013,Reptiles,SPECIAL CONCERN,49,ON
2017,Molluscs,EXTIRPATED,6,NU
2010,Birds,EXTINCT,8,AB
2016,Mosses,THREATENED,2,SK
2019,Fishes,SPECIAL CONCERN,48,AB
2019,Amphibians,EXTIRPATED,41,SK
2013,Arthropods,EXTIRPATED,17,NB
2012,Arthropods,THREATENED,46,NB
2018,Amphibians,THREATENED,27,MB
2019,Birds,EXTINCT,36,NS
2016,Vascular Plants,SPECIAL CONCERN,50,ON
2013,Vascular Plants,EXTIRPATED,42,NL
2017,Mammals,ENDANGERED,29,NB
2018,Lichens,ENDANGERED,33,AB
2019,Lichens,ENDANGERED,2,SK
2013,Mosses,SPECIAL CONCERN,21,MB
2012,Birds,EXTIRPATED,38,YT
2013,Molluscs,SPECIAL CONCERN,19,SK
2017,Mosses,ENDANGERED,29,PE
2013,Arthropods,EXTIRPATED,42,NL
2014,Lichens,THREATENED,1,NT
2010,Arthropods,EXTINCT,37,BC
2010,Molluscs,EXTINCT,4,ON
2012,Vascular Plants,THREATENED,50,PE
2014,Amphibians,SPECIAL CONCERN,46,QC
2017,Reptiles,ENDANGERED,2,YT
2010,Molluscs,THREATENED,24,PE
2014,Amphibians,ENDANGERED,11,PE
2012,Mammals,EXTINCT,33,NU
2011,Mosses,ENDANGERED,19,NT
2019,Reptiles,EXTINCT,14,NL
2016,Mosses,EXTIRPATED,36,NS
2017,Arthropods,ENDANGERED,6,NS
2010,Vascular Plants,ENDANGERED,42,NU
2014,Amphibians,ENDANGERED,33,ON
2014,Mosses,EXTINCT,39,MB
2016,Reptiles,ENDANGERED,45,QC
2011,Amphibians,EXTINCT,16,BC
2016,Mosses,THREATENED,41,AB
2015,Molluscs,EXTIRPATED,10,NB
2016,Reptiles,SPECIAL CONCERN,5,NU
2017,Fishes,EXTIRPATED,43,MB
2014,Molluscs,EXTINCT,24,BC
2016,Reptiles,SPECIAL CONCERN,42,MB
2019,Arthropods,EXTIRPATED,29,PE
2011,Fishes,EXTIRPATED,14,ON
2019,Mammals,EXTIRPATED,42,NT
2015,Birds,EXTIRPATED,28,MB
2018,Birds,SPECIAL CONCERN,44,AB
2015,Reptiles,EXTIRPATED,31,YT
2012,Arthropods,SPECIAL CONCERN,46,QC
2019,Molluscs,EXTIRPATED,40,AB
2010,Birds,ENDANGERED,33,NL
2010,Amphibians,SPECIAL CONCERN,24,NB
2012,Lichens,EXTIRPATED,46,PE
2011,Vascular Plants,ENDANGERED,32,SK
2010,Vascular Plants,SPECIAL CONCERN,1,YT
2016,Arthropods,EXTIRPATED,45,MB
2012,Fishes,ENDANGERED,7,AB
2013,Mammals,EXTINCT,36,ON
2018,Fishes,EXTINCT,22,SK
2010,Amphibians,THREATENED,18,NB
2015,Molluscs,SPECIAL CONCERN,18,AB
2011,Mammals,ENDANGERED,10,SK
2012,Mammals,SPECIAL CONCERN,46,NS
2016,Arthropods,ENDANGERED,50,SK
2010,Molluscs,THREATENED,33,SK
2010,Molluscs,EXTINCT,25,SK
2017,Mosses,THREATENED,44,ON
2014,Lichens,EXTINCT,12,NL
2014,Reptiles,EXTINCT,15,NL
2013,Fishes,THREATENED,43,NL
2013,Mosses,THREATENED,34,NT
